################################################################
# MalwareBazaar Code Signing Certificate Blocklist (CSCB)      #
# Last updated: 2022-06-17 10:40:02 UTC                        #
#                                                              #
# Terms Of Use: https://bazaar.abuse.ch/faq/#tos               #
# For questions please contact bazaar [at] abuse.ch            #
################################################################
#
# "time_stamp_utc","serial_number","thumbprint","thumbprint_algorithm","subject_cn","issuer_cn","valid_from","valid_to","Reason"
"2021-07-27 14:59:41", "d1737e5a94d2aff121163df177ed7cf7", "c86eeaf1bbf0d31cb4bfa9efc4d157fe405b02512b1082a91ab3c9a8a8beaa58", "SHA256", "BedstSammen ApS", "Sectigo RSA Code Signing CA", "2021-05-28T00:00:00Z", "2022-05-28T23:59:59Z", "ParallaxRAT"
"2021-07-27 14:59:18", "f112993ca9f2b1956adbb0c86fb42292", "764f2b9e4c7f92cc3b3a9fbfd289946cfdb7df501d21f57846517828ad08a8f1", "SHA256", "Key 4 Solutions, s. r. o.", "Sectigo RSA Code Signing CA", "2021-05-19T00:00:00Z", "2022-05-19T23:59:59Z", "ParallaxRAT"
"2021-07-27 14:58:31", "30318fc997744b5dc5ec9480bf80ad0c", "159f2c1c1cff165ca4a90db12da08937cd38b9e79cca3848403ec779fd8d7cd1", "SHA256", "ZOMI INVEST, d.o.o.", "Sectigo RSA Code Signing CA", "2021-05-27T00:00:00Z", "2022-05-27T23:59:59Z", "ParallaxRAT"
"2021-07-22 15:57:50", "7a6d30a6eb2fa0c3369283725704ac4c", "8eaafaa3a75328cbd8a347d397557a4bda6894a10071c0273bcafba6340a0cc0", "SHA256", "Trade By International ApS", "TrustOcean Organization Software Vendor CA", "2021-04-28T00:00:00Z", "2022-04-28T23:59:59Z", "CobaltStrike"
"2021-07-08 16:24:53", "1e5efa53a14599cc82f56f0790e20b17", "127b54c50d77a329a145b0a5686e2214d2ed40482c0375d0de278ba4a135dede", "SHA256", "Storeks LLC", "Sectigo Public Code Signing CA R36", "2021-06-09T00:00:00Z", "2022-06-09T23:59:59Z", "Hancitor"
"2021-07-03 06:16:12", "119acead668bad57a48b4f42f294f8f0", "6a937953f7f2527d40c5264d24e3aadbc39348577fabce82ac71d7d3ef01ef16", "SHA256", "PB03 TRANSPORT LTD.", "Sectigo RSA Code Signing CA", "2021-04-29T00:00:00Z", "2022-04-29T23:59:59Z", "Sodinokibi"
"2021-06-30 08:10:00", "a758504e7971869d0aec2775fffa03d5", "b7d258f776cdd12498fe9c4418b8b9c346b52e50c2e4292fa3e09bf2e228fb6e", "SHA256", "Amcert LLC", "Sectigo Public Code Signing CA R36", "2021-06-14T00:00:00Z", "2022-06-14T23:59:59Z", "RedLineStealer"
"2021-06-24 18:01:47", "e3b80c0932b52a708477939b0d32186f", "da4b73457c8ace3e474dc2a34d0ceb5ba5bc15269094429d38c6c811f5fb6e06", "SHA256", "BISOYETUTU LTD LIMITED", "Sectigo RSA Code Signing CA", "2021-03-30T00:00:00Z", "2022-03-30T23:59:59Z", "RedLineStealer"
"2021-06-24 18:01:31", "b06bc166fc765dacd2f7448c8cdd9205", "27bdb7c4c696fb4946ddba5113c24ca0cb934bd6c634f9d2f4bcae1358e9cafc", "SHA256", "GAS Avto, d.o.o.", "Sectigo RSA Code Signing CA", "2021-03-12T00:00:00Z", "2022-03-12T23:59:59Z", "Gozi"
"2021-06-15 07:24:38", "4797d7b279be40de071a6d59b2d7b8d4", "eab10c069857ae32119a0b8351becf4ecf3856b051b31329e76a4f8ab8b95915", "SHA256", "NALA LIMITED", "Sectigo RSA Code Signing CA", "2020-10-09T00:00:00Z", "2021-10-09T23:59:59Z", "ZLoader"
"2021-06-11 10:47:50", "20cd4bfadbea368fb0e36af94e5fbcce", "4bb2adcd625cd911e5819e625a25c4e51ffeeec12c62f875a4bd0de88ec181e9", "SHA256", "FESTAP s.r.o.", "Sectigo RSA Code Signing CA", "2020-11-19T00:00:00Z", "2021-11-19T23:59:59Z", "RedLineStealer"
"2021-06-11 09:56:21", "5b37ac3479283b6f9d75ddf0f8742d06", "474242b6dd818a43ed5a19ce7c83271497137c8b5b6e9489b7cd808cac15db9d", "SHA256", "ART BOOK PHOTO s.r.o.", "Sectigo RSA Code Signing CA", "2021-04-30T00:00:00Z", "2022-04-30T23:59:59Z", "ParallaxRAT"
"2021-06-11 09:23:05", "fbb1198bd8bddb0d693eb72a8613fe3f", "726c935cd0f81968ba8fbb7ab5548392bdbc4c9ea40e28f2ee44420a3b06d98a", "SHA256", "Trade Hunters, s. r. o.", "Sectigo RSA Code Signing CA", "2021-05-03T00:00:00Z", "2022-05-03T23:59:59Z", "ParallaxRAT"
"2021-06-11 09:23:02", "846f77d9919fc4405aefe1701309bd67", "37d22ed5bd7c8dc7b4b68ec2c47c8d0bc1eced4617f79d24be77c49aa38f71e5", "SHA256", "IPM Skupina d.o.o.", "Sectigo RSA Code Signing CA", "2021-05-19T00:00:00Z", "2022-05-19T23:59:59Z", "ParallaxRAT"
"2021-06-11 09:22:58", "8b3333d32b2c2a1d33b41ba5db9d4d2d", "df1019cd04d77a3f09e8bd5f920a08663d38618f1520b1dd645df15da191c9fc", "SHA256", "BOOK CAFÉ, s.r.o.", "Sectigo RSA Code Signing CA", "2021-05-03T00:00:00Z", "2022-05-03T23:59:59Z", "ParallaxRAT"
"2021-06-10 12:21:28", "afc5522898143aafaab7fd52304cf00c", "79ede7b73da15eaa458d1cd4409c6741af883d28259b7a6fa836240f21fb12dc", "SHA256", "YAN CHING LIMITED", "Sectigo RSA Code Signing CA", "2021-05-31T00:00:00Z", "2022-05-31T23:59:59Z", "TrickBot"
"2021-06-08 19:35:30", "b8f726508cf1d7b7913bf4bbd1e5c19c", "2f4525e2503ea8beb30d027f7e811518323a6fc35797d27378b3a79bf7884028", "SHA256", "Merkuri LLC", "Sectigo RSA Code Signing CA", "2021-04-28T00:00:00Z", "2022-04-28T23:59:59Z", "Smoke Loader"
"2021-06-01 13:16:50", "bc6c43d206a360f2d6b58537c456b709", "9b6197fc89d63c69fd195aae1025b5f632a6ce256e4f90b33aa3b2c4d320492b", "SHA256", "ANKADA GROUP, d.o.o.", "TrustOcean Organization Software Vendor CA", "2021-03-25T00:00:00Z", "2022-03-25T23:59:59Z", "Quakbot"
"2021-06-01 12:02:44", "e0a83917660d05cf476374659d3c7b85", "1ea1ad1032604b6751d45e963cc20d1ecc9dc23d6eee083fa110665471eefc97", "SHA256", "PIK MOTEL S.R.L.", "Sectigo RSA Code Signing CA", "2021-05-20T00:00:00Z", "2022-05-20T23:59:59Z", "RedLineStealer"
"2021-05-31 11:51:58", "a7e4ded4bf949d15aa4201843f1ab64d", "d519622e7d1eab2c240860d38779704319f1349cc57ab8c3d51d9f56145b582f", "SHA256", "1.A Connect GmbH", "COMODO RSA Code Signing CA", "2018-08-13T00:00:00Z", "2022-08-13T23:59:59Z", "CobaltStrike"
"2021-05-26 17:42:25", "addb899f8229fd53e6435e08bbd3a733", "dcf5a979f3d469e1e34f561e1df7b4165b357fa1921194b200b97339897a18d7", "SHA256", "U.K. STEEL EXPORTS LIMITED", "TrustOcean Organization Software Vendor CA", "2021-03-25T00:00:00Z", "2022-03-25T23:59:59Z", "Quakbot"
"2021-05-25 08:03:28", "c1a1db95d7bf80290aa6e82d8f8f996a", "49c3707e1ae1d8666bdbfc4cdcd396735bde33f72a1a8fd9494494f368a9de1f", "SHA256", "Software Two Pty Ltd", "COMODO RSA Extended Validation Code Signing CA", "2021-03-10T00:00:00Z", "2022-03-10T23:59:59Z", "Gozi"
"2021-05-25 08:03:05", "c667ffe3a5b0a5ae7cf3a9e41682e91b", "6527414820efec3f0f2f41a65934ed2df1666165934bd692bd00dcf56a4e93eb", "SHA256", "NAILS UNLIMITED LIMITED", "Sectigo RSA Code Signing CA", "2021-03-29T00:00:00Z", "2022-03-29T23:59:59Z", "RedLineStealer"
"2021-05-20 10:40:04", "aa07d4f2857119cee514a0bd412f8201", "6dae859fac52325e74ff5094803c21676e4b804914e6feafc3647af04decb9e0", "SHA256", "HANGA GIP d.o.o.", "Sectigo RSA Code Signing CA", "2021-03-15T00:00:00Z", "2022-03-15T23:59:59Z", "Quakbot"
"2021-05-20 10:39:08", "2e36360538624c9b1afd78a2fb756028", "961e4ce584a9a0ac36819f24f19da1a3704b646cf397447e9ce0bcf05eb8029e", "SHA256", "Ts Trade ApS", "Sectigo RSA Code Signing CA", "2021-03-15T00:00:00Z", "2022-03-15T23:59:59Z", "Quakbot"
"2021-05-18 16:50:49", "44fe73f320aa8b7b4f5ca910aa22333a", "b7a5037ee2c0992387e0546a89864c75aaca613b0bc85b3bdefa16ff422d6fb0", "SHA256", "Alpeks LLC", "Sectigo RSA Code Signing CA", "2021-05-04T00:00:00Z", "2022-05-04T23:59:59Z", "ServHelper"
"2021-05-18 16:50:14", "1ffc9825644caf5b1f521780c5c7f42c", "74de054c3276300866708085c45ebb1d2bff0c94c402f3ed0ee0f52f98d2c52b", "SHA256", "ACTIVUS LIMITED", "Sectigo RSA Code Signing CA", "2021-03-12T00:00:00Z", "2022-03-12T23:59:59Z", "Quakbot"
"2021-05-14 17:10:09", "1ae3c4eccecda2127d43be390a850dda", "042e58253bde3bc6f0964e19bb90a2dca64c48e3060d00bf1efd6876e767c953", "SHA256", "PARTYNET LIMITED", "Sectigo RSA Code Signing CA", "2021-03-05T00:00:00Z", "2022-03-05T23:59:59Z", "Quakbot"
"2021-05-14 17:09:47", "84a4a0d0657e217b176b455e2465aee0", "722154bf976885eeb15c9ed3a7aeff59da0a27687eb38b628e44d0732699dc26", "SHA256", "AATB ApS", "Sectigo RSA Code Signing CA", "2021-03-23T00:00:00Z", "2022-03-23T23:59:59Z", "Nemty"
"2021-05-12 15:46:20", "289051a83f350a2c600187c99b6c0a73", "6c07f4282764f588ec29d1867ac641c4747433b4e6fd0e4f4518a7e73b831c7d", "SHA256", "HALL HAULAGE LTD LTD", "Sectigo RSA Code Signing CA", "2021-03-26T00:00:00Z", "2022-03-26T23:59:59Z", "Malware"
"2021-05-12 12:35:50", "269fb93ccbafafe2b5f144b5befe93f3", "b7da548bbb408946298816d7cd25114cc4fcdba96926bbd21d287a451688d792", "SHA256", "GALAKTIKA, OOO", "Sectigo RSA Code Signing CA", "2020-11-17T00:00:00Z", "2021-11-17T23:59:59Z", "LegionLoader"
"2021-05-12 12:34:06", "d0eda76c13d30c97015708790bb94214", "98e1f71ef64b0d91c443017631f550871096d66e60f72d90bb9503ba64c5d74d", "SHA256", "LAEN ApS", "Sectigo RSA Code Signing CA", "2021-04-23T00:00:00Z", "2022-04-23T23:59:59Z", "ParallaxRAT"
"2021-05-10 12:09:51", "634e16e38f12e9a71aca08e4c6b2dbb9", "46453c3d3ccc0514d617ed07c1cacfbfee57b5c23ccefc462ed412b78c86f0f2", "SHA256", "AUTO RESPONSE LTD CYF", "Sectigo RSA Code Signing CA", "2021-03-19T00:00:00Z", "2022-03-19T23:59:59Z", "RedLineStealer"
"2021-05-10 12:09:15", "3b777165b125bccc181d0bac3f5b55b3", "f680fab6a9d21e8e76003c5c28b3c5084866d7ac85cf0cfb5aaa02f69ee99f1e", "SHA256", "STAND ALONE MUSIC LTD", "Sectigo RSA Code Signing CA", "2020-12-07T00:00:00Z", "2021-12-07T23:59:59Z", "Dridex"
"2021-05-07 07:58:32", "d1b8f1fe56381befdb2e73ffef2a4b28", "ff2628414fa0ccc7745979d8751b6de2aaca82f6bca94f3ca53f945831e93510", "SHA256", "Seinäjoen Squash ja Bowling Oy", "TrustOcean Organization Software Vendor CA", "2021-04-06T00:00:00Z", "2022-04-06T23:59:59Z", "ParallaxRat"
"2021-05-07 07:57:37", "066276af2f2c7e246d3b1cab1b4aa42e", "3b13378fcc6a31baa5eea98a73c7569778556ef19c873195f61348b45f04ec66", "SHA256", "IQ Trade ApS", "TrustOcean Organization Software Vendor CA", "2021-03-25T00:00:00Z", "2022-03-25T23:59:59Z", "ParallaxRAT"
"2021-05-05 13:12:00", "08d4dc90047b8470ccaf3924dfbd8b5f", "cf0c39da4d15d4ad6a74b36f5597e46581b856666b04acb2d38ac42db328b76d", "SHA256", "OOO Dibies", "Sectigo RSA Code Signing CA", "2021-04-23T00:00:00Z", "2022-04-23T23:59:59Z", "Sodinokibi"
"2021-04-27 09:15:35", "70d896117e15302c7eefecb289b3bfe0", "c747b20c080c1d0ba04308a496c279acd4060b204a9506a7bcdd6e613fc09698", "SHA256", "Quicktech.com", "Sectigo RSA Code Signing CA", "2020-09-28T00:00:00Z", "2021-09-28T23:59:59Z", "CobaltStrike"
"2021-04-27 09:14:20", "1895433ee9e2bd48619d75132262616f", "066bda73d8a774814d35046d70a5633799ea25b5ff9cbcbe582fda6f26fab07c", "SHA256", "Evetrans Ltd", "Sectigo RSA Code Signing CA", "2021-03-23T00:00:00Z", "2022-03-23T23:59:59Z", "RaccoonStealer"
"2021-04-27 09:13:45", "f2d693aad63e6920782a0027dfc97d91", "e5eb1ae6c52fa45421930d4c0dc122d06077366977482cf0185bb20b9ace61cd", "SHA256", "EKO-KHIM TOV", "Sectigo RSA Code Signing CA", "2020-08-12T00:00:00Z", "2021-08-12T23:59:59Z", "IcedID"
"2021-04-27 09:12:57", "54cd7ae1c27f1421136ed25088f4979a", "ebe7d52398a7ebf9520df477f14b39377fa615c10c9694f5a1b9886385a6f337", "SHA256", "ABBYMAJUTA LTD LIMITED", "Sectigo RSA Code Signing CA", "2021-03-22T00:00:00Z", "2022-03-22T23:59:59Z", "RedLineStealer"
"2021-04-27 09:10:52", "f8e8f6c92ba666b0688a8cacce9acccf", "52ce16e158eb7aafac706a361d2adf976313e61986fb723777b1ad9db70951ff", "SHA256", "5 th Dimension LTD Oy", "Sectigo RSA Code Signing CA", "2021-04-16T00:00:00Z", "2022-04-16T23:59:59Z", "Amadey"
"2021-04-23 04:57:28", "a73b6d821f84db4451d6eedd62c42848", "63bf131567874d89fe47a8dd0053c04b50ec35aa87ebb9cf57681c2a08365a63", "SHA256", "Mht Holding Vinderup ApS", "Sectigo RSA Code Signing CA", "2021-01-14T00:00:00Z", "2022-01-14T23:59:59Z", "IcedID"
"2021-04-10 07:31:29", "e4e795fd1fd25595b869ce22aa7dc49f", "634d08d08a8ae4dbc0a8416dbb49c23dc44257e597dd7c0cb024f5ec41384370", "SHA256", "OASIS COURT LIMITED", "Sectigo RSA Code Signing CA", "2020-12-21T00:00:00Z", "2021-12-21T23:59:59Z", "CobaltStrike"
"2021-04-01 07:11:15", "59a57e8ba3dcf2b6f59981fda14b03", "ff9f3d2ca65040889f860cb0c2b5d4c49f7b419b784793ede1ea4786e45285d6", "SHA256", "Medium LLC", "Sectigo RSA Code Signing CA", "2020-12-28T00:00:00Z", "2021-12-28T23:59:59Z", "ParallaxRAT"
"2021-04-01 07:10:42", "c79f817f082986bef3209f6723c8da97", "4ff7654904aeccbb8d1feef345194cd318186728f28410795c8844d4fc4201e0", "SHA256", "Al-Faris group d.o.o.", "Sectigo RSA Code Signing CA", "2021-03-22T00:00:00Z", "2022-03-22T23:59:59Z", "Malware"
"2021-03-31 07:48:15", "c4188d6b70b4bd3b977b19abd04c1157", "baf037d27dff1ea8bee7f8a792c107926231786bd4135b6db028774f46be7e88", "SHA256", "PRESTO Co., s.r.o.", "Sectigo RSA Code Signing CA", "2021-01-12T00:00:00Z", "2022-01-12T23:59:59Z", "Cobalt Strike"
"2021-03-29 07:42:34", "7d36cbb64bc9add17ba71737d3ecceca", "05be3171ca7272803d139ca13b16c24a3dd22917b1b8d6d0fd5401e63a79dd27", "SHA256", "LTD SERVICES LIMITED", "Sectigo RSA Code Signing CA", "2021-03-18T00:00:00Z", "2022-03-18T23:59:59Z", "Malware"
"2021-03-25 06:57:24", "e69a6de0074ece38c2f30f0d4a808456", "bf356bff522f8bdde37230548ee14b3964dadfb95c6250195f03ced36171b6d7", "SHA256", "OOO Semantic", "Sectigo RSA Code Signing CA", "2021-01-25T00:00:00Z", "2022-01-25T23:59:59Z", "Amadey C&C"
"2021-03-22 13:00:06", "ca4822e6905aa4fca9e28523f04f14a3", "a3efeee8bc72c2b05ad57d9910c4c5936c6cf64e8e98032c24cb30a061b75b2b", "SHA256", "ELISTREID, OOO", "Sectigo RSA Code Signing CA", "2021-03-02T00:00:00Z", "2022-03-02T23:59:59Z", "RemoteManipulator"
"2021-03-20 08:03:43", "7dcd19a94535f034ee36af4676740633", "10b178e1b2dbe6796802077f78c67a3447c714ea6cedb35a4ca3574e63ab2440", "SHA256", "Toko Saya ApS", "Sectigo RSA Code Signing CA", "2020-12-29T00:00:00Z", "2021-12-29T23:59:59Z", "CobaltStrike"
"2021-03-20 08:03:08", "24c1ef800f275ab2780280c595de3464", "15a06bf4e6e510658e67674e36e35ed6a64b8eff54405eeeb89f5a3dea86fcd6", "SHA256", "HOLGAN LIMITED", "Sectigo RSA Code Signing CA", "2021-03-03T00:00:00Z", "2022-03-03T23:59:59Z", "CobaltStrike"
"2021-03-20 07:48:11", "6401831b46588b9d872b02076c3a7b00", "e6b708b00d282c503fad477c289a4efa9e81b7945a89bfaddead39db11646a04", "SHA256", "ACTIV GROUP ApS", "Sectigo RSA Code Signing CA", "2021-03-12T00:00:00Z", "2022-03-12T23:59:59Z", "ParallaxRAT"
"2021-03-18 15:11:31", "3fd3661533eef209153c9afec3ba4d8a", "c2721fee09232c2e16ec8c3c6e1645b2af509faab8144d9c53ac4a8374e6d6e0", "SHA256", "SFB Regnskabsservice ApS", "Sectigo RSA Code Signing CA", "2021-03-04T00:00:00Z", "2022-03-04T23:59:59Z", "IcedID"
"2021-03-18 07:25:30", "801689896ed339237464a41a2900a969", "13fb5370a1e8cd1b235e10f838b6c98d1842a6e1d11f6551073d69792c21adfb", "SHA256", "GLG Rental ApS", "Sectigo RSA Code Signing CA", "2021-03-12T00:00:00Z", "2022-03-12T23:59:59Z", "ParallaxRAT"
"2021-03-15 09:23:14", "7ed801843fa001b8add52d3a97b25931", "083626b200b5b7fcdb8cfa1a8fbe5c42a2070676635ba09dcd824a4a5b29a34c", "SHA256", "AM El-Teknik ApS", "Sectigo RSA Code Signing CA", "2021-02-26T00:00:00Z", "2022-02-26T23:59:59Z", "Quakbot"
"2021-03-12 16:07:06", "d9e834182dec62c654e775e809ac1d1b", "374e7e84e1280e8739cc113014a8561f18226202b5866e7132e916f22f4999f2", "SHA256", "FoodLehto Oy", "Sectigo RSA Code Signing CA", "2021-02-26T00:00:00Z", "2022-02-26T23:59:59Z", "BitRAT"
"2021-03-11 08:00:50", "cc95d6ebf18a3711e196aea210465a19", "85305aace7f9acc7ef41e546f9ce8d01d8f6b81da1db537e92e74ee49ad6816f", "SHA256", "GEN Sistemi, d.o.o.", "Sectigo RSA Code Signing CA", "2021-02-26T00:00:00Z", "2022-02-26T23:59:59Z", "Quakbot"
"2021-03-10 11:48:17", "b97f66bb221772dc07ef1d4bed8f6085", "33f7c1b050d1f08d1e52888939a11362c14898adccb894e1a7c6ba869b0e4e7c", "SHA256", "S-PRO d.o.o.", "Sectigo RSA Code Signing CA", "2021-03-01T00:00:00Z", "2022-03-01T23:59:59Z", "BitRAT"
"2021-03-10 06:43:03", "fed006fbf85cd1c6ba6b4345b198e1e6", "1cbce415a25c6021a37ebccc8d6fba903e6b861748279538f2d7fcb0bd013d1e", "SHA256", "LoL d.o.o.", "Sectigo RSA Code Signing CA", "2021-02-26T00:00:00Z", "2022-02-26T23:59:59Z", "Quakbot"
"2021-03-08 10:32:59", "0f0ed5318848703405d40f7c62d0f39a", "22a524094631bab9816403e852a2a70d070da7f60dcb0e17f15b61df21403da9", "SHA256", "SIES UPRAVLENIE PROTSESSAMI, OOO", "DigiCert EV Code Signing CA (SHA2)", "2021-03-03T00:00:00Z", "2021-04-26T23:59:59Z", "RaccoonStealer"
"2021-03-08 10:32:50", "537aa4f1bae48f052c3e57c3e2e1ee61", "1477f3b2b6fdcdf719d78ff413609263fe376793e24bd746d9af6cb72536ddea", "SHA256", "ALPHA AME LIMITED LLP", "GoGetSSL RSA Codesigning CA", "2021-01-25T00:00:00Z", "2022-01-25T23:59:59Z", "Malware"
"2021-03-06 05:56:27", "4e7545c9fc5938f5198ab9f1749ca31c", "ed1494c892e53c3507b7b030133fc57079ff5580ef0c74ff3ecd0ed2d6bd0662", "SHA256", "For M d.o.o.", "Sectigo RSA Code Signing CA", "2021-02-26T00:00:00Z", "2022-02-26T23:59:59Z", "Quakbot"
"2021-03-05 15:48:31", "61b11ef9726ab2e78132e01bd791b336", "d30f3c495a4e5e0705d011b07c2358b836985252740a7a99b9e382f5024827e2", "SHA256", "OOO Skalari", "Sectigo RSA Code Signing CA", "2020-12-31T00:00:00Z", "2021-12-31T23:59:59Z", "Malware"
"2021-03-05 10:36:07", "0ced87bd70b092cb93b182fac32655f6", "b5562652e236ed8b39021e9a706006889b421548d7d8ae190a5b7ac2711d2b66", "SHA256", "Creator Soft Limited", "DigiCert EV Code Signing CA (SHA2)", "2021-03-04T00:00:00Z", "2022-03-08T23:59:59Z", "BitRAT"
"2021-03-03 10:10:21", "047801d5b55c800b48411fd8c320ca5b", "e9b4783b2e562b1c8d534074f49f61ccb6c0d94e902e0b53172925dfdc41d106", "SHA256", "LICHFIELD STUDIO GLASS LIMITED", "Sectigo RSA Code Signing CA", "2021-02-26T00:00:00Z", "2022-02-26T23:59:59Z", "Malware"
"2021-03-03 10:10:13", "ef9d0cf071d463cd63d13083046a7b8d", "901e3dba30ee00905a450da6551b39b861bea2a717c3818ac875e091f9e0d4b5", "SHA256", "Rubin LLC", "Sectigo RSA Code Signing CA", "2020-09-23T00:00:00Z", "2021-09-23T23:59:59Z", "Malware"
"2021-03-02 07:13:02", "444F1B88C5A003DD114705149619AFE6", "362CA72DC688908B5A203227D6BB53A8BB1A34BFA3B29123353212C96DAA0BE1", "SHA256", "OOO Procion Telekom", "Sectigo RSA Code Signing CA", "May 26 00:00:00 2020 GMT", "May 26 23:59:59 2021 GMT", "Malware"
"2021-03-01 19:00:38", "8fe807310d98357a59382090634b93f0", "610cbdea244ef6bc648437853f9d94daf2cfbfc9701a7c9ac1bc61b233eb228a", "SHA256", "MAVE MEDIA", "Sectigo RSA Code Signing CA", "2021-02-16T00:00:00Z", "2022-02-16T23:59:59Z", "BuerLoader"
"2021-02-25 19:33:24", "142aac4217e22b525c8587589773ba9b", "b9eeb2137a1b0c993fb5d44f7e38f82472069d1bfb1fb11439e759d1473b1365", "SHA256", "A.B. gostinstvo trgovina posredništvo in druge storitve, d.o.o.", "Sectigo RSA Code Signing CA", "2021-02-24T00:00:00Z", "2022-02-24T23:59:59Z", "Quakbot"
"2021-02-25 17:53:29", "02de1cc6c487954592f1bf574ca2b000", "6dc72e286dab13f304eb5b15d3ad91f28887a6831b77d00ab6d58b7ea085430c", "SHA256", "Orca System", "Certum Extended Validation Code Signing CA SHA2", "2021-02-19T11:49:54Z", "2022-02-19T11:49:54Z", "CobaltStrike"
"2021-02-25 13:16:23", "03b27d7f4ee21a462a064a17eef70d6c", "64f4269ef71908f2c020f009e8fbf14337ca06a77544517f46f1e51a7297209a", "SHA256", "CCL TRADING LIMITED", "Sectigo RSA Code Signing CA", "2021-02-22T00:00:00Z", "2022-02-22T23:59:59Z", "ParallaxRAT"
"2021-02-25 06:18:45", "02b6656292310b84022db5541bc48faf", "97244100a7c23395807fbf909cfd04d5dd90a1b82571bf79f84e427775ddeb3c", "SHA256", "DILA d.o.o.", "Sectigo RSA Code Signing CA", "2021-02-21T00:00:00Z", "2022-02-21T23:59:59Z", "Quakbot"
"2021-02-24 16:04:26", "b0a308fc2e71ac4ac40677b9c27ccbad", "9a80307909f2e165dc30dd8aff6c9a86b4dd1f4f728f102f20a3703423e6b96b", "SHA256", "Volpayk LLC", "Sectigo RSA Code Signing CA", "2021-01-27T00:00:00Z", "2022-01-27T23:59:59Z", "RaccoonStealer"
"2021-02-24 16:03:03", "3c98b6872fbb1f4ae37a4caa749d24c2", "fcd3f379d8c72f07eef931edbb50afbc69688c1648709958b5ca2a07e616621e", "SHA256", "OOO SMART", "Certum Extended Validation Code Signing CA SHA2", "2021-02-15T06:21:40Z", "2022-02-15T06:21:40Z", "CobaltStrike"
"2021-02-23 08:45:04", "7ddd3796a427b42f2e52d7c7af0ca54f", "8737eb964b33dc89ff84a1835de9b01ab94ceab96dafff8288729c094439bb92", "SHA256", "OOO Fobos", "Sectigo RSA Code Signing CA", "2021-02-10T00:00:00Z", "2022-02-10T23:59:59Z", "RemoteManipulator"
"2021-02-22 12:37:34", "6a568f85de2061f67ded98707d4988df", "75f76c3664efc10058a602a2cdb1f35c9ee09d0b96d2f690fe0e26cfdd875922", "SHA256", "OOO Apladis", "Sectigo RSA Code Signing CA", "2021-02-11T00:00:00Z", "2022-02-11T23:59:59Z", "ParallaxRAT"
"2021-02-22 12:37:01", "d609b6c95428954a999a8a99d4f198af", "26cc728b34c4804df53fa73e78ba196f00a5fb771a30f10c1ae1667590f94aa1", "SHA256", "OOO Fudl", "Sectigo RSA Code Signing CA", "2021-02-09T00:00:00Z", "2022-02-09T23:59:59Z", "ParallaxRAT"
"2021-02-22 07:43:49", "17d99cc2f5b29522d422332e681f3e18", "0b217d1d980c034ccfff9b82d6fefab041ec1478e0f1b258b3cda59f300b1d10", "SHA256", "PKV Trading ApS", "Sectigo RSA Code Signing CA", "2021-02-12T00:00:00Z", "2022-02-12T23:59:59Z", "Quakbot"
"2021-02-19 10:55:05", "31d852f5fca1a5966b5ed08a14825c54", "d7e5969ee42e1ed1221750972792625474e1b1dce15b968e2d328c5cb585b6e5", "SHA256", "BBT KLA d.o.o.", "Sectigo RSA Code Signing CA", "2021-02-04T00:00:00Z", "2022-02-04T23:59:59Z", "Ryuk"
"2021-02-18 19:05:15", "38989ec61ecdb7391ff5647f7d58ad18", "7b3450d54feb88f79e48aa22b2c30bae0caefee22befb75d1d491c9da45389c0", "SHA256", "RotA Games ApS", "Sectigo RSA Code Signing CA", "2021-02-12T00:00:00Z", "2022-02-12T23:59:59Z", "Quakbot"
"2021-02-18 13:47:04", "029685cda1c8233d2409a31206f78f9f", "289a46e1f670f4d23b31a50afc2b79a5c300ac4a5b446ea188a0bad3f8abff04", "SHA256", "KOTO TRADE, družba za posredovanje, d.o.o.", "Sectigo RSA Code Signing CA", "2021-02-04T00:00:00Z", "2022-02-04T23:59:59Z", "ParallaxRAT"
"2021-02-18 06:51:44", "9a73550b8376863bd9430faa8b5a2987", "37d6e78b70b0c4abce2e5ad9f14e6604ce136bb117710ce98c056b593b10ad28", "SHA256", "CELAS LLC", "COMODO RSA Code Signing CA", "2018-05-21T00:00:00Z", "2019-05-21T23:59:59Z", "Lazarus"
"2021-02-18 06:51:36", "913ba16962cd7eee25965a6d0eeffa10", "8daef9542ae2999787627cf1f53857c4c0cff9dfa024c8af35d3488245be7de6", "SHA256", "JMT TRADING GROUP INC", "Sectigo RSA Code Signing CA", "2019-07-12T00:00:00Z", "2020-07-11T23:59:59Z", "Lazarus"
"2021-02-17 09:44:49", "07cef66a71c35bc3aed6d100c6493863", "24369fc6809bf4080c11a556a63c718ec4938de0a6a89186ee026933bf5596a6", "SHA256", "Fubon Technologies Ltd", "DigiCert EV Code Signing CA (SHA2)", "2020-09-21T00:00:00Z", "2021-09-29T12:00:00Z", "Malware"
"2021-02-17 09:44:26", "ac0a7b9420b369af3ddb748385b981", "fd4ca717b1e19a1ff27d2b3e61e419113f7d6ffae04829a8534f7b1c6fca2be8", "SHA256", "OOO Tochka", "Sectigo RSA Code Signing CA", "2020-11-06T00:00:00Z", "2021-11-06T23:59:59Z", "Amadey"
